Administración_de_identidades	401453
Advanced_Encryption_Standard	38918
Algoritmo	187
Amazon	284037
Ambiente_inteligente	6345452
Análisis_de_datos	1034725
Apple	9551
Aprendizaje_automático	154444
Aprendizaje_por_refuerzo	6102647
Arquitectura_de_microservicios	7758802
Arquitectura_orientada_a_servicios	117245
Ataque_de_denegación_de_servicio	211995
Autenticación	91137
Automatización_industrial	4236005
Automatización_robótica_de_procesos	7762127
Automatización_vehicular	6125832
Backbone	265216
Bitcoin	4531363
Border_Gateway_Protocol	49365
Bot_conversacional	369053
Botnet	236635
Cadena_de_bloques	6620616
Capa_de_red	1265496
Capa_de_transporte	739366
Centro_de_procesamiento_de_datos	153739
Cifrado	5052201
Cifrado_homomórfico	6188337
Circuito_integrado_de_aplicación_específica	368369
Classless_Inter-Domain_Routing	99157
Compresión_de_datos	627
Computación_cuántica	55407
Computación_distribuida	6635
Computación_en_la_nube	1892174
Comunicación_con_luz_visible	7327321
Comunicación_inalámbrica	58479
Conformado_de_tráfico	4408343
Contrato_inteligente	6608094
Criptografía	3400
Criptomoneda	6103421
Código_electrónico_de_producto	714557
DOCSIS	99357
Dark_web	4745633
Datagram_Transport_Layer_Security	708773
Debian	4547564
Descarga_de_datos_móviles	4605076
Dinero_virtual	7434191
Dirección_MAC	44111
Diseño_de_interfaz_de_usuario	1169201
Docker_(software)	6929610
Documento_de_identidad_electrónico	5325511
Domain_Name_System_Security_Extensions	5202728
EAP	488852
Electrónica_digital	16491
Enmascaramiento_de_datos	5875640
Ethereum	6607885
Facebook	1019739
Familia_de_protocolos_de_Internet	8476031
Fichero_de_dispositivo	3350050
Firma_digital	27113
Fundación_Linux	725179
GOST	1203827
Google	9907
Grupo_de_Trabajo_de_Ingeniería_de_Internet	124909
Hardware_libre	506505
Hyperledger	7713290
IEEE_802.11	37997
IEEE_802.15	195176
IPv6	187002
ISCSI	69821
Industria_4.0	6538654
Institute_of_Electrical_and_Electronics_Engineers	6498
Inteligencia_artificial	1503
Interfaz_de_programación_de_aplicaciones	15848
Internet	4507055
Internet_Research_Task_Force	888450
Internet_de_las_cosas	2997633
Internet_key_exchange	461353
Internet_profunda	3139139
JSON	386297
Kerberos	99918
L2TP	190317
LTE_(telecomunicaciones)	2332152
Latencia	1626155
Lisp	1697
MIMO	163643
MINIX	6177281
Macrodatos	5242736
Malware	3071970
MariaDB	4172154
Matroska	54640
Minería_de_datos	86647
Modelo_OSI	2052
Moneda_digital	7147418
Mozilla_Public_License	83596
Multidifusión	83790
Multiprotocol_Label_Switching	152018
MySQL	15099
Máquina_virtual	80653
NAT64	4638414
Nanotecnología	36871
Network_File_System	33631
Network_Time_Protocol	233875
Nombre_de_Recurso_Uniforme	2392716
Número_de_teléfono_de_tarificación_adicional	61930
Ontología_(informática)	4900
OpenBSD	3525
OpenFlow	6100119
Open_Shortest_Path_First	146531
PCI_Express	64393
PHP	3528
PKCS	354181
Peer-to-peer	144121
Peering	800721
Protocolo_Ligero_de_Acceso_a_Directorios	102846
Protocolo_criptográfico	669982
Protocolo_de_Internet	8460765
Protocolo_de_configuración_dinámica_de_host	13198
Protocolo_de_control_de_transmisión	173177
Protocolo_de_iniciación_de_sesión	166784
Protocolo_de_reserva_de_recursos	286514
Protocolo_de_transferencia_de_hipertexto	3976
Protocolo_de_transporte_en_tiempo_real	205536
Protocolo_seguro	8343619
Proveedor_de_servicios_de_Internet	4109
Punto_neutro	706255
Python	2330
QUIC	7696868
Quagga_(enrutador)	261392
RADIUS	60292
RINA	7688912
RTK_(navegación)	4347776
Radio_definida_por_software	2457579
Razonamiento_automático	2350543
Realidad_aumentada	66218
Realidad_virtual	67544
Reconocimiento_del_habla	2854064
Red_de_computadoras	107364
Red_de_entrega_de_contenidos	8465997
Red_de_telecomunicación	5175239
Red_digital_de_servicios_integrados	15864
Red_eléctrica_inteligente	4420638
Red_inalámbrica_mallada	788007
Red_multipunto	6346
Red_privada_virtual	890596
Red_superpuesta	4966274
Redes_definidas_por_software	6515587
Registro_de_dominios	285979
Rich_Internet_application	350199
Robótica	2502
Robótica_cognitiva	3255046
Secure_Real-time_Transport_Protocol	708034
Seguimiento_de_ojos	1336688
Seguridad_informática	8955
Servicio_de_red	4295079
Session_Description_Protocol	336281
Sistema_ciberfísico	7616050
Sistema_de_gestión_de_paquetes	500694
Sistema_de_nombres_de_dominio	35178
Sistema_de_posicionamiento_global	8466365
Sistema_de_recomendación	2402741
Sistema_global_para_las_comunicaciones_móviles	5045
Stream_Control_Transmission_Protocol	225416
Supercomputadora	13786
Tecnología_financiera	6949961
Tecnologías_de_la_información_y_la_comunicación	882993
Telecomunicación	36137
Telefonía_móvil_5G	6380456
Teléfono_inteligente	5045707
Traducción_automática	21849
Traducción_de_direcciones_de_red	129200
Transport_Layer_Security	3966
Twitter	4578215
Túnel_(informática)	492183
VLAN	91323
Vehículo_autónomo	5280281
Vehículo_conectado	5905543
Vigilancia_masiva	6490294
Virtualización	681389
Virtualización_de_funciones_de_red	6228421
Visión_artificial	68533
Visualización_de_datos	6858883
Web_semántica	91805
WiMAX	125029
World_Wide_Web_Consortium	4945
