/dev	890386
5G	2940839
API	26799
Advanced_Encryption_Standard	384647
Amazon_(компания)	7433876
Apple	39726
B2BUA	4224006
Border_Gateway_Protocol	48983
Content_Delivery_Network	2061496
DHCP	9081
DNS	922
DNSSEC	2100919
DOCSIS	40754
DTLS	4365672
Data_mining	648837
Debian	4914783
DoS-атака	9722
Docker	5015373
Electronic_Product_Code	1122514
Ethereum	6281771
Facebook	919912
GPS	14274
GSM	1691497
Google_(компания)	265
HTTP	935
IEEE_802.11	94083
IEEE_802.15	4875707
IKE	2105720
IP	8011
IPv6	19259
IRTF	667360
ISCSI	161041
ISDN	25569
JSON	198033
Kerberos	98496
L2TP	670933
LDAP	12224
LTE	1578120
Linux	1391
MAC-адрес	77413
MIMO	1047257
MPLS	183756
MariaDB	3687552
Matroska	94637
Minix	94814
Mozilla_Public_License	586776
MySQL	16257
NAT	95316
NETCONF	3781926
NTP	965
Network_File_System	13798
NixOs	7414488
OSPF	98263
OTT	2782060
OpenBSD	16871
OpenFlow	2427735
PCI_Express	174382
PHP	973
PKCS	1635680
Python	2705
QUIC	4592830
Quagga	659316
RADIUS	153854
RISC-V	5198947
ROHC	5337264
RSVP_(протокол)	32427
Real-time_Transport_Protocol	27033
Real_Time_Kinematic	1457083
SCTP	19251
SRTP	1539110
Session_Description_Protocol	266342
TCP/IP	986
TLS	146036
The_Linux_Foundation	453138
Transmission_Control_Protocol	8908
URN	63908
VLAN	185648
VLC_(технология_передачи_данных)	6080570
VPN	115247
WiMAX	40714
Автоматизация	361533
Автоматический_перевод_устной_речи	4721365
Агрегирование_(программирование)	2639570
Алгоритм	2741
Анализ_данных	3107749
Атака_на_информационную_систему	3989309
Аутентификация	29186
Бесклассовая_адресация	119983
Беспилотный_автомобиль	3316374
Беспроводные_технологии	1463395
Биткойн	3061961
Блокчейн	5677831
Большие_данные	3565006
Ботнет	198174
Визуализация_данных	5294630
Виртуализация	163014
Виртуализация_сетевых_функций	5309702
Виртуальная_валюта	2615501
Виртуальная_машина	65682
Виртуальная_реальность	271
Виртуальный_собеседник	188838
Вредоносная_программа	174784
Вычислительная_сеть	911
Глубокая_паутина	7448786
Гомоморфное_шифрование	2386389
Дата-центр	188024
Дополненная_реальность	85570
Дополнительные_виды_обслуживания	279354
Инженерный_совет_Интернета	9089
Институт_инженеров_электротехники_и_электроники	79174
Интегральная_схема_специального_назначения	798808
Интернет	263
Интернет-провайдер	16704
Интернет_вещей	4244513
Искусственный_интеллект	2665
Квантовая_сеть	2592470
Квантовая_технология	2584104
Квантовый_компьютер	21038
Киберфизическая_система	5638061
Коммуникационная_сеть	63048
Компьютерная_безопасность	65534
Компьютерное_зрение	774849
Консорциум_Всемирной_паутины	9533
Криптовалюта	4573896
Криптографический_протокол	2342916
Криптография	31409
Лисп	7426
Маскировка_данных	6181353
Машинное_обучение	471913
Машинный_перевод	53302
Межгосударственный_стандарт	878541
Микросервисы	7569716
Мультивещание	869422
Нанотехнология	57319
Насыщенное_интернет-приложение	1081641
Облачные_вычисления	1471989
Обучение_с_подкреплением	1061438
Оверлейная_сеть	143432
Одноранговая_сеть	10167
Окулография	3154744
Онтология_(информатика)	26700
Опорные_сети_Интернета	1375590
Открытое_аппаратное_обеспечение	592608
Пиринг	91194
Поисковая_система	264
Программно-определяемая_радиосистема	7530393
Программно-определяемая_сеть	4303432
Протокол_конфиденциального_вычисления	1253666
Протокол_установления_сеанса	265709
Протоколы_сетевого_уровня	54577
Распознавание_речи	1110718
Распределённые_вычисления	3292568
Регистрация_доменов	2181529
Регуляторные_технологии	7164910
Рекомендательная_система	123485
Робототехника	51634
Семантическая_паутина	50441
Сервис-ориентированная_архитектура	158931
Сетевая_модель_OSI	54569
Сетевой_трафик	4059170
Сетевые_сервисы	1017077
Сжатие_данных	36470
Система_управления_пакетами	985011
Смарт-контракт	6283350
Смартфон	61223
Суперкомпьютер	3689
Твиттер	1108614
Точка-многоточка	5407939
Точка_обмена_интернет-трафиком	227425
Транспортный_уровень	54572
Туннелирование_(компьютерные_сети)	193545
Умные_сети_электроснабжения	4780098
Управление_учётными_данными	4954180
Финансовые_технологии	6863549
Цифровая_валюта	2038753
Цифровые_технологии	3533765
Четвёртая_промышленная_революция	6404415
Шейпинг_(информатика)	582615
Шифрование	9920
Электронная_подпись	22842
Электросвязь	1098804
